otype;idckkp;name;desc;mdesc;gtype;wh;ph;kkp;wikidata;wikipedia;published;x_wgs84;y_wgs84;wkt_2180
K1.10;WN00135;Muzeum Archeologiczno-Historyczne w Elblągu;Muzeum powstałe w 1954 roku z siedzibą na terenie Podzamcza dawnego Zamku Krzyżackiego. Muzeum mieści się w dwóch budynkach: dawnej Słodowni, popularnie zwanej Podzamczem oraz w dawnym Gimnazjum. Główną część jego zbiorów stanowią eksponaty z Elbląga, Żuław, Pomorza i krajów północnoeuropejskich.;"Obiekt występował pod nazwą ""Muzeum Okrękowe"" zmieniona na prawidłową";area;no;no;yes;Q15284137;pl:Muzeum Archeologiczno-Historyczne w Elblągu;2024-10-14;19.394167412536323;54.15660618255059;Point (525732.63136610540095717 699216.71695389458909631)
K1.10;LB00160;Muzeum Grodu Santok w Gorzowe Wielkopolskim;Muzeum mieści wystawę archeologiczną, na której pokazano jego historię w oparciu o zabytki z badań wykopaliskowych z lat 1958–1965 oraz zbiór zabytków poniemieckich.;o. Muzeum Lubuskiego w Gorzowie Wielkopolskim. W KKP obiekt Muzeum było potraktowane jako jeden obiekt, w CKKP zostały wprowadzone poszczególne oddziały.;area;no;no;yes;Q11787055;pl:Muzeum Lubuskie im. Jana Dekerta w Gorzowie Wielkopolskim;2024-10-14;15.396897872523287;52.734292733022656;Point (256828.35581374340108596 547048.42315121367573738)
K1.10;MZ00172;Ośrodek Dydaktyczno-Muzealny w Granicy;Niewielki skansen (trzy zagrody) we wsi Granica k. Kampinosu. Reprezentuje w dużej mierze zanikłe drewniane budownictwo ludowe Puszczy Kampinoskiej wraz z ośrodkiem muzealno - dydaktycznym.;;area;no;no;yes;Q9337632;pl:Skansen budownictwa puszczańskiego w Granicy;2024-10-14;20.451686585894134;52.286639743727264;Point (598988.92281963001005352 492173.4387067262432538)
K1.10;DS00212;Muzeum Karkonowskie w Jeleniej Górze;W zbiorach muzeum znajduje się malarstwo, rzeźba, dzieła sztuki użytkowej, szkło artystyczne, wystawa etnograficzna (w tym zachowana w całości przysłupowa chałupa wiejska z wyposażeniem) oraz dzieje Jeleniej Góry i okolic.;"Obiekt występował pod nazwą ""Muzeum Okrękowe"" zmieniona na prawidłową.";area;no;no;yes;brak;brak;2024-10-14;15.738146176294958;50.897298546190136;Point (270706.20380457653664052 341779.41968053561868146)
K1.20;KP00913;Rezerwat archeologiczny w Gaju - grobowiec megalityczny;Park kulturowy utworzony w 2006 roku w celu ochrony sześciu grobowców kujawskich powstałych w epoce kamienia wzniesionych przez ludność kultury pucharów lejkowatych 3500 lat p.n.e.. Zajmuje obszar o powierzchni 37,79 ha. Na obszaże wsi znajduje się jeden grobowiec.;;area;no;no;yes;;pl:Park Kulturowy Wietrzychowice;2024-10-14;18.744980345108935;52.38422174071084;Point (482648.26722938875900581 502062.60800522711360827)
K1.20;KP00202;Park Kulturowy Wietrzychowice - kompleks grobowców megalitycznych;Park kulturowy utworzony w 2006 roku w celu ochrony sześciu grobowców kujawskich powstałych w epoce kamienia, wzniesione przez ludność kultury pucharów lejkowatych 3500 lat p.n.e.. Zajmuje obszar o powierzchni 37,79 ha W Wietrzychowicach zanajduje się 5 grobowców.;;area;no;no;yes;brak;pl:Park Kulturowy Wietrzychowice;2024-10-14;18.87503369675196;52.410273037543334;Point (491502.19718856085091829 504936.18883286399068311)
K1.20;KP00914;Park Kulturowy Sarnowo - kompleks grobowców megalitycznych;Na terenie cmentarzyska znajduje się dziewięć grobowców megalitycznych sprzed 5500 lat. Grobowce oznaczone numerami od 1 do 6 tworzą dwie grupy, które są odległe od siebie o 20 m.;;area;no;no;yes;brak;brak;2024-10-14;18.7534661600829;52.48604380348701;Point (483264.26498805783921853 513382.95986141311004758)
K1.10;ZP00267;Muzeum Oręża Polskiego w Kołobrzegu;Utworzone w 1963 r. muzeum posiada bogatą kolekcję mundurów żołnierzy polskich z okresu I i II wojny światowej, włącznie z mundurem powstańca wielkopolskiego. Na wystawie głównej można zobaczyć umundurowanie, wyposażenie i pamiątki okresu powstań narodowych i okresu porozbiorowego, eksponaty z czasów Królestwa Polskiego, a także powstawania państwa polskiego. Uzupełnieniem tej kolekcji jest bogata prezentacja pojazdów wojskowych, samolotów, broni pancernej i artylerii.;;area;no;no;yes;Q6940993;pl:Muzeum Oręża Polskiego w Kołobrzegu;2024-10-14;15.574415283341798;54.17440444351822;Point (276503.10930694511625916 706544.52009099442511797)
K1.30;KP00316;Ruiny zamku w Kruszwicy z Mysią Wieżą;Zamek królewski w Kruszwicy jest jednym z wielu budynków ufundowanych przez króla Kazimierza Wielkiego. Obecnie w stanie trwałej ruiny.;;area;no;no;yes;Q9386665;pl:Zamek w Kruszwicy;2024-10-14;18.32783877507274;52.67215623070559;Point (454563.98213229526299983 534262.11373397626448423)
K1.20;DS00324;Zespół zamkowo-parkowy w Książu;Zamek Ksiąź jest trzecim co do wielkości zamkiem w Polsce. Do zespołu zamkowego należy ponad 16 822 m² powierzchni użytkowej. W jego skład wchodzi kilnaście obiektów zabytkowych.;;area;no;no;yes;Q738109;pl:Zamek Książ;2024-10-14;16.29060691157497;50.84192529755266;Point (309309.29775643779430538 334053.50633678835583851)
K1.30;DS00334;Zamek Piastowski w Legnicy;Jeden z najstarszych zamków znajdujących się na terenie Polski, zbudowany przez księcia Bolesława I Wysokiego w 2 połowie XII wieku i Henryka Brodatego w 1 połowie XIII wieku. Następnie przebudowany w późniejszych wiekach.;W CKKP zmieniono nazwę obiektu z zamku książecego na powszechnie stosowaną.;area;no;no;yes;Q9386545;pl:Zamek Piastowski w Legnicy;2024-10-14;16.161821929105052;51.211082803893824;Point (301828.06044560216832906 375423.05377107992535457)
K1.10;WN00339;Muzeum Warmińskie na Zamku w Lidzbarku Warmińskim;Zamek z XIV wieku znajdujący się w Lidzbarku Warmińskim, należący do najcenniejszych i najlepiej zachowanych zabytków obronnej architektury gotyckiej w Polsce.;;area;no;yes;yes;Q5420724;pl:Zamek Biskupów Warmińskich w Lidzbarku Warmińskim;2024-10-14;20.583061044472462;54.125711248984466;Point (603420.87261539755854756 696866.36992356111295521)
K1.10;LB00377;Muzeum Ziemi Międzyrzeckiej im. Alfa Kowalskiego;Położone jest na terenie 6 hektarowego parku w widłach dwóch rzek – Obry i Paklicy. Nazwa miasta jest pochodną jego położenia: między rzekami. Jest to obszar, na którym ponad 1000 lat temu wzięło swój początek dzisiejsze miasto.W skład zespołu muzealnego wchodzą budynki dawnej siedziby starostów międzyrzeckich, oficyny dworskiej, murowanego zamku, karczmy dworskiej oraz budynku bramnego.;W CKKP zmieniono nazwę na prawidłową.;area;no;no;yes;brak;brak;2024-10-14;15.57143580184469;52.444554697780525;Point (267071.47336905222618952 514268.69092180544976145)
K1.10;PM00851;Muzeum Rybołówstwa w Helu;Muzeum mieści się w przejętym przez państwo poewangelickim kościele świętych Piotra i Pawła z XV wieku. Na wystawach w Muzeum Rybołówstwa prezentowane są zagadnienia związane z historią Bałtyku, rybołówstwem na Zatoce Gdańskiej i Zalewie Wiślanym, dziejami Mierzei Helskiej, a także ze współczesnymi problemami związanymi z gospodarką morską. Na terenie wokół muzeum znajduje się skansen tradycyjnych łodzi rybackich.;o. Narodowego Muzeum Morskiego w Gdańsku W KKP Narodowe Muzeum Morskie w Gdańsku, było oznaczone jako jeden obiekt w CKKP zostało rozdzielone na poszczególne obiekty.;area;no;no;yes;Q11787201;pl:Muzeum Rybołówstwa w Helu;2024-10-14;18.802184078222613;54.605172496968784;Point (487225.8961878587724641 749058.84063975373283029)
K1.10;WN00842;Muzeum Bitwy pod Grunwaldem w Stębarku;"Muzeum bitwy pod Grunwaldem w Stębarku, województwo warmińsko-mazurskie. Ma powierzchnię 275 m². Eksponowana jest w nim wystawa stała „Wielka Wojna z Zakonem Krzyżackim 1409-1411 r"".";;area;no;yes;yes;Q24943181;pl:Muzeum Bitwy pod Grunwaldem;2024-10-14;20.11879101169141;53.4893560772155;Point (574207.15035463531967252 625513.23294672451447695)
K1.40;SL00874;Bazylika Najświętszej Marii Panny i św. Bartłomieja;Neoromański kościoł, konsekrowany w 1849 roku. Wokół świątyni według projektu Daniela Groetschla znajdują się cztery kaplice oraz Rajski Plac z piątą kaplicą św. Rafała, w której znajduje się ołtarz z pierwotnego kościoła św. Bartłomieja. Wzdłuż muru kościelnego, na kamiennych cokołach umieszczono wykute w kamieniu figury 12 Apostołów. Wchodzi w skład Sanktuarium Matki Sprawiedliwości i Miłości Społecznej.;W KKP obiekt występował jako Sanktuarium Maryjne z Kalwarią, w CKKP został rozdzielony.;area;no;no;yes;Q4867393;pl:Bazylika Najświętszej Marii Panny i św. Bartłomieja w Piekarach Śląskich;2024-10-14;18.94451380972103;50.383790362860054;Point (496056.39674073451897129 279630.09773932612733915)
K1.30;WP00713;Zespół pałacowo-parkowy w Wąsowie;W rozległym parku krajobrazowy (50 ha) z bogatym drzewostanem i pomnikowymi drzewami znajdują się dwa pałace: barokowo-klasycystyczny Sczanieckich z końca XVIII w. i ciekawy pseudozamek wzniesiony w końcu XIX w. w formach eklektycznych z cegieł klinkierowych. W sąsiedztwie zespół stylowych budynków folwarcznych oraz ulica z domami robotników rolnych z końca XIX w.;;area;no;no;yes;;;2024-10-14;16.24970994933441;52.369962200120945;Point (312825.96502562344539911 504005.39186771918321028)
K1.20;DS00042;Drewniane budownictwo łużyckie w Bogatynii;Na zabytkowe budownictwo składają się drewniane domy przysłupowo-zrębowe zbudowane w stylu łużyckim oraz alzackim. Do rejestru zabytków wpisane jest również historyczny układ urbanistyczny miasta, powstały od końca XVIII w. do XIX w.;;area;no;no;yes;Q123438;pl:Bogatynia;2024-10-14;14.963343220141907;50.902820392433206;Point (216291.281622807495296 345087.8079127274104394)
K1.10;MZ00482;Centrum Rzeźby Polskiej w Orońsku;Placówka kulturalna zajmująca prawie trzynastohektarowy zespół podworski, w skład którego wchodzą: pałac, kaplica, oranżeria, oficyna, budynki gospodarcze – wszystkie przystosowane do nowych funkcji oraz park krajobrazowy z malowniczymi stawami i starymi drzewami, który jest zarazem galerią rzeźby.;;area;no;no;yes;Q1164778;pl:Centrum Rzeźby Polskiej w Orońsku;2024-10-14;20.98165384276306;51.311776135916546;Point (638070.43422365246806294 384654.52653713367180899)
K1.30;ZP00834;Zamek w Świdwinie;Zamek rycerski, pierwotnie gotycki, w XVIII wieku przebudowany w stylu klasycyzującego baroku z zachowaniem elementów architektonicznych z XIV wieku.;;area;no;no;yes;Q9386773;pl:Zamek w Świdwinie;2024-10-14;15.768866702727909;53.772681834699604;Point (287146.37458963878452778 661286.16194241296034306)
K1.30;ZP00835;Zamek w Tucznie;Dawna rezydencja Wedlów-Tuczyñskich. Składa się z trzech skrzydeł tworzących podkowę, usytuowanych wokół otwartego dziedzińca. Budowę zamku rozpoczęto w 1338 r. Zamek otoczony jest parkiem krajobrazowym o powierzchni 4,5 ha, w obecnej postaci rozplanowanym w drugiej połowie XIX w.;;area;no;no;yes;Q7851220;pl:Zamek w Tucznie;2024-10-14;16.150516130531592;53.19032456345845;Point (309691.29157526127528399 595464.33517320605460554)
K1.40;LB00805;Pałac i klasztor Augustianów w Żaganiu;Kościół został zbudowany już w 1183 roku, podczas rządów piastowskiego księcia Bolesława I Wysokiego. Zewnętrzna architektura mimo wielu przebudów zachowała do czasów współczesnych charakter gotyku, natomiast loggia reprezentuje styl renesansowy.;Poaugustiański zespół klasztorny w Żaganiu z kościołem Wniebowzięcia NMP w Żaganiu;area;no;yes;yes;Q11745921;pl:Kościół Wniebowzięcia Najświętszej Maryi Panny w Żaganiu;2024-10-14;15.318828061184622;51.616155389453226;Point (245246.39013292704476044 423050.06431823002640158)
K1.10;SK00894;Muzeum Lat Szkolnych Stefana Żeromskiego;Muzeum mieści się w części budynku szkoły, do której w latach 1874–1886 uczęszczał Stefan Żeromski. Mieszczą one zbiory związane z pisarzem, w tym rękopisy utworów i listy pisarza.;o. Muzeum Narodowego w Kielcach. W KKP obiekt Muzeum było potraktowane jako jeden obiekt, w CKKP zostały wprowadzone poszczególne oddziały.;area;no;no;yes;Q11787049;pl:Muzeum Lat Szkolnych Stefana Żeromskiego;2024-10-14;20.62955213950658;50.86782631134454;Point (614632.04094744101166725 334700.25847840885398909)
K1.20;KP00078;Stare Miasto w Chełmnie;Na Stare Miasto składa sie prawie nienaruszony średniowieczny układ urbanistyczny, pochodzący prawdopodobnie z czasu drugiej lokacji (po 1251 r.) oraz jedne z najdłuższych zachowanych murów miejskich wraz z basztami mający około 2,3 km długości. Zabytki Chełmna znajdują się na Europejskim Szlaku Gotyku Ceglanego.;W KKP objekt występował jako zespół staromiejski.;area;no;yes;yes;Q161962;pl:Chełmno;2024-10-14;18.42341580186989;53.349135526041316;Point (461629.78968961688224226 609490.9756218051770702)
K1.10;KP00731;Muzeum Ziemi Kujawskiej i Dobrzyńskiej we Włocławku;Powstała w 1908 r. placówka muzealna należy do najstarszych w Polsce. Obejmuje swym zainteresowaniem tereny ziemi kujawskiej i ziemi dobrzyńskiej na Kujawach wschodnich, w szczególności ich spuściznę kulturową, historię i sztukę regionu.;;area;no;no;yes;Q11787275;pl:Muzeum Ziemi Kujawskiej i Dobrzyńskiej we Włocławku;2024-10-14;19.064760553501124;52.65713242078039;Point (504379.14058162778383121 532381.47176774358376861)
K1.10;PK00596;Muzeum Historyczne w Sanoku - Zamek Królewski;Pierwsze i największe pod względem liczby zgromadzonych obiektów muzeum etnograficzne w Polsce założone po II wojnie światowej. Park etnograficzny zajmuje powierzchnię 38 ha. Muzeum otwarte jest przez cały rok. Muzeum prezentuje kulturę ludową pogranicza na obszarze pogórzy oraz wschodniej części polskich Karpat.;;area;no;no;yes;Q6393841;pl:Muzeum Historyczne w Sanoku;2024-10-14;22.209117543012137;49.56202512847171;Point (731981.81588283111341298 193235.88269123592181131)
K1.10;PM00609;Muzeum Pomorza Środkowego - Zamek Książąt Pomorskich w Słupsku;Muzeum posiadające w swoich zbiorach największą na świecie kolekcję dzieł Stanisława Ignacego Witkiewicza. Muzeum mieści się w Zamku Książąt Pomorskich – wybudowanym w 1507 r. za panowania księcia Bogusława X w stylu gotyckim.;;area;no;no;yes;Q4801420;pl:Muzeum Pomorza Środkowego w Słupsku;2024-10-14;17.03442884539201;54.46426564981779;Point (372641.90498479455709457 735144.78790641389787197)
K1.30;LU00260;Pole bitwy wojny 1939 r. pod Kockiem;Cmentarz poległych bitwy kampanii wrześniowej, stoczonej od 2 do 6 października 1939 r. pomiędzy oddziałami polskiej Samodzielnej Grupy Operacyjnej „Polesie” gen. Franciszka Kleeberga a niemieckimi oddziałami XIV Korpusu Zmotoryzowanego gen. von Wietersheima.;W CKKP oznaczono jako obszar cmentarz poległych z grobem gen. Kleeberga.;area;no;no;yes;Q641183;pl:Bitwa pod Kockiem (1939);2024-10-14;22.42773087434409;51.642583908547344;Point (737081.3941282439045608 425133.47475271002622321)
K1.10;SL00269;Izba Pamięci Marii Gwarek w Koniakowie - Muzeum Koronki;Izba - Muzeum położone w Koniakowie, na terenie przysiółka Szańce. Poświęcone jest Marii Gwarek – wybitnej koniakowskiej koronkarce.;W żródłach nie występuje taka nazwa w Koniakowie, jedynym fizycznym obiektem związanym z kulturą beskidzką jest Izba - muzeum koronki.;area;no;no;yes;Q15846289;pl:Muzeum Koronki w Koniakowie;2024-10-14;18.948443963309142;49.55089474582467;Point (496271.94437406590441242 187053.07944342691916972)
K1.10;PD00031;Ratusz - Muzeum Podlaskie w Białymstoku;Siedzibą Muzeum Podlaskiego jest ratusz miejski, znajduje się tu dział archeologii i galerii malarstwa polskiego. Ratusz jest jednym z punktów otwartego w czerwcu 2008 r. Szlaku Dziedzictwa Żydowskiego w Białymstoku.;;area;no;no;yes;Q3894621;pl:Ratusz w Białymstoku;2024-10-14;23.158683075778075;53.13234412069745;Point (778084.71750869893003255 593306.09638243645895272)
K1.10;MA00400;Muzeum Książąt Czartoryskich;Jedno z najstarszych muzeów w Polsce, oddział Muzeum Narodowego w Krakowie. W jego skład wchodzą trzy budynki: Pałac Czartoryskich przy ul. św. Jana 17-19 (na rogu z ul. Pijarską 15), Klasztorek przy ul. Pijarskiej 6 oraz budynek dawnego Arsenału Miejskiego przy ul. Pijarskiej 8. Zostało otwarte w 1878 roku. Jego początki sięgają roku 1801 i zbiorów księżnej Izabeli Czartoryskiej prezentowanych w jej puławskim muzeum. Z końcem XIX wieku zbiory przeniesiono do Krakowa.;;area;no;no;yes;Q1450630;pl:Muzeum Książąt Czartoryskich w Krakowie;2024-10-14;19.94019035011586;50.06482871401141;Point (567269.31996478454675525 244597.49644262931542471)
K1.10;MA00408;Galeria Sztuki Polskiej XIX w. w Sukiennicach;Galeria, mieszcząca się na pierwszym piętrze Sukiennic, jest największą w Polsce stałą ekspozycją dziewiętnastowiecznego polskiego malarstwa i rzeźby. Dzieła wystawione są w czterech salach: Oświecenie (sala Bacciarellego), Romantyzm. W stronę sztuki narodowej (sala Piotra Michałowskiego), Wokół Akademii (sala Siemiradzkiego, dawna Hołdu pruskiego) i Realizm, polski Impresjonizm, początki Symbolizmu (sala Chełmońskiego, dawna Czwórki).;o. Muzeum Narodowego w Krakowie;area;no;no;yes;Q7635861;pl:Galeria Sztuki Polskiej XIX wieku w Sukiennicach;2024-10-14;19.93735321802879;50.06169574015549;Point (567070.69884297775570303 244246.71650809221318923)
K1.30;LU00537;Porytowe Wzgórze – miejsce bitwy partyzanckiej;Miejsce bitwy partyzanckiej w 1944 r., położone na Równinie Biłgorajskiej, nad Branwią, 15 km na południe od Janowa Lubelskiego.;;area;no;no;yes;Q11825014;pl:Porytowe Wzgórze;2024-10-14;22.462714994234236;50.63481253207846;Point (744777.14269548759330064 313254.14743993943557143)
K1.30;MA00558;Pole bitwy z 1794 r. w Racławicach;Miejsce zbrojnego starcie wojsk polskich, pod dowództwem naczelnika Tadeusza Kościuszki z wojskami rosyjskimi, pod dowództwem generała majora Aleksandra Tormasowa. Bitwa miała miejsce 4 kwietnia 1794, w czasie insurekcji kościuszkowskiej.;;area;no;yes;yes;Q1577800;pl:Bitwa pod Racławicami;2024-10-14;20.219966721891463;50.30876488107604;Point (586842.94171440380159765 272000.44118191464804113)
P1.20;DS00577;Równia pod Śnieżką;Płaskowyż w Karkonoszach w Sudetach Zachodnich.;;area;no;no;yes;Q7386576;pl:Równia pod Śnieżką;2024-10-14;15.711510250049443;50.74105352076415;Point (268060.87968812289182097 324499.03355709905736148)
K1.40;PD00371;Meczet w Bohonikach;Jeden z kilku czynnych meczetów w Polsce, zbudowany został w drugiej połowie XIX w., najprawdopodobnie w 1873. Jedna z dwóch świątyń muzułmańskich znajdujących się na Szlaku Tatarskim, ośrodek kultury tatarskiej. Obiekt jest unikalnym przykładem sakralnego islamskiego budownictwa drewnianego.;;area;no;yes;no;Q11243005;pl:Meczet w Bohonikach;2024-10-14;23.591494533571367;53.390624029847004;Point (805162.63370168919209391 623774.41135911957826465)
K1.20;WP00790;Zespół pałacowo-parkowy w Dobrzycy;Klasycystyczny pałac mieszczący się w malowniczym parku krajobrazowym utrzymanym w stylu angielskim. Wybudowany w latach 1798–1799 przez Stanisława Zawadzkiego dla adiutanta i szefa kancelarii wojskowej króla Stanisława Augusta, generała Augustyna Gorzeńskiego.W pałacu mieści się Muzeum Ziemiaństwa w Dobrzycy Zespół Pałacowo-Parkowy.;;area;no;yes;no;Q11814940;pl:Pałac w Dobrzycy;2024-10-14;17.605724330152434;51.864951002060366;Point (404025.5035640886053443 445211.94347108650254086)
K1.30;WN00533;Pole Bitwy pod Grunwaldem;Obszar położony w odległości 2 kilometrów na południowy wschód od wsi Grunwald, pomiędzy Stębarkiem, Łodwigowem i Ulnowem (powiat ostródzki, województwo warmińsko-mazurskie), obejmujący łąki i tereny zalesione, zespół pomnikowy oraz ruiny kaplicy pobitewnej.;;area;no;yes;no;Q9281142;pl:Grunwald – Pole Bitwy;2024-10-14;20.12220580797675;53.48696810172206;Point (574437.81963756505865604 625251.22352154774125665)
K1.20;SL00241;Gmach Sejmu Śląskiego w Katowicach;Budynek w stylu neoklasycystycznym. W okresie międzywojennym jeden z największych budynków administracyjnych w Polsce. Jego sala sejmowa była wzorcem dla sali Sejmu II RP. ;W CKKP zaktualizowano nazwę.;area;no;yes;no;Q9268855;pl:Gmach Sejmu Śląskiego w Katowicach;2024-10-14;19.025016197249982;50.25344032800444;Point (501782.85996614309260622 265139.56363894254900515)
K1.40;SL00770;Zespół Archikatedra pw. Chrystusa Króla w Katowicach;Rzymskokatolicki kościół zbudowany w latach 1927–1955 w stylu klasycyzującym według projektu architektów Zygmunta Gawlika i Franciszka Mączyńskiego. Jest jedną z największych katedr w Polsce. Jego kubatura wynosi około 120 tys. m³. Portyk świątyni tworzą m.in. parzyście ułożone kolumny korynckie, a cały gmach wieńczy kopuła na niskim tamburze. Wnętrza archikatedry utrzymywane są w stylu art déco.;;area;no;yes;no;Q1083927;pl:Archikatedra Chrystusa Króla w Katowicach;2024-10-14;19.018987244889416;50.25098942156212;Point (501353.25665254914201796 264867.00368222827091813)
K1.10;SL00062;Muzeum Górnośląskie w Bytomiu;Muzeum posiada następujące oddziały: Archeologii, Etnografii, Historii, Przyrody i Sztuki. W ramach muzeum działa także bibliotekę, w której zgromadzono ponad 50 000 woluminów. W 2017 r. muzeum otrzymało dar od Gminy Wyznaniowej Żydowskiej w Katowicach, w postaci przedmiotów pochodzących z dawnego domu modlitwy bytomskich Żydów. W ramach tego daru znalazło się ponad 500 cennych ksiąg. Stanowi to trzeci co do wielkości zbiór hebrajskich ksiąg religijnych w Polsce.;;area;no;no;yes;Q11786987;pl:Muzeum Górnośląskie w Bytomiu;2024-10-14;18.926172343208307;50.34907601525211;Point (494748.9735375305172056 275772.44530458393273875)
K1.10;MZ00411;Zespół Pałacowy w Wilanowie;Muzeum Pałacu Króla Jana III w Wilanowie sprawuje opiekę i eksponuje zbiory sztuki, których podstawowy, najcenniejszy zrąb stanowi historyczna kolekcja wilanowska stworzona przez Stanisława Kostkę Potockiego i udostępniona przez niego społeczeństwu polskiemu w 1805 r.;W KKP występował wyłącznie pałac, ze względu na wartośc obiektu oraz jego przynależność do PH, w CKKP został oznaczony cały zespół.;area;no;yes;yes;Q277333;pl:Muzeum Pałacu Króla Jana III w Wilanowie;2024-10-14;21.09018090912798;52.16625309231492;Point (642909.15427014057058841 479854.22284083347767591)
K1.40;LB00287;Kościół pod wezwaniem Nawiedzenia Najświętszej Maryi Panny w Klępsku;Najstarsze wzmianki na temat świątyni w źródłach pisanych pochodzą z 1421 r. Jedna z najstarszych zachowanych świątyń ewangelickich w tej części Europy. Najcenniejszy elementem kościoła jest bogaty, wielobarwny wystrój malarsko-snycerski oraz wyposażenie wnętrza.;;area;no;yes;no;;;2024-10-14;15.717837043987318;52.1158076674309;Point (275357.22756161657162011 477266.65408733388176188)
K1.40;MA00304;Kościół św. Michała Archanioła w Dębnie;Jest jednym z najlepiej zachowanych gotyckich drewnianych kościołów i jednocześnie jednym z najbardziej znanych polskich zabytków w kraju i za granicą. Znajduje się w nim wyjątkowo cenne wyposażenie, a także unikatową polichromią patronową w układzie pasmowym pochodzącą z około 1500 roku, najstarszą z wykonanych na drewnie i w całości zachowanych w Europie.;;area;yes;no;yes;Q11747195;pl:Kościół św. Michała Archanioła w Dębnie;2024-10-14;20.21201335875494;49.466480164297195;Point (587791.51819980551954359 178375.59473837396944873)
K1.10;WP00413;Muzeum Pierwszych Piastów na Lednicy;Muzeum prezentujące relikty kamiennej architektury pałacowej i sakralnej oraz drewnianej zabudowy wsi. Najważniejszą częścią ekspozycji są pozostałości grodu pierwszych Piastów, datowane na okres wczesnego średniowiecza.;;area;no;yes;no;Q11787124;pl:Muzeum Pierwszych Piastów na Lednicy;2024-10-14;17.377751723513246;52.52699218601636;Point (389981.09837124013574794 519144.07163691706955433)
K1.10;DS00420;Muzeum Twierdza Srebrna Góra;Wzniesiona w latach 1765–1777 koło Srebrnej Góry na Dolnym Śląsku. Twierdza składa się z kilku wysuniętych dział artyleryjskich i rdzenia. Jej trzon składa się z wieńca bastionów i kleszczy, z największy w Europie donżonem w środku. ;;area;no;yes;no;Q1408976;pl:Twierdza Srebrna Góra;2024-10-14;16.64009144156473;50.57585172830535;Point (332960.22803988499799743 303636.24014758534030989)
K1.10;MZ00423;Zespół Stacji Filtrów Williama Lindleya w Warszawie;Warszawskie filtry wody znajdujące się przy ul. Koszykowej 81. ;;area;no;yes;no;Q642455;pl:Zespół Stacji Filtrów w Warszawie;2024-10-14;20.995029370310228;52.22126416081063;Point (636235.82771722972393036 485786.92262259166454896)
K1.10;PM00426;Muzeum Zamkowe w Kwidzynie;Muzeum o charakterze regionalnym. Otwarte dnia 20 maja 1950 roku. Mieści się w historycznym zamku kapituły pomezańskiej w Kwidzynie, w którym zgromadzono ok. 5 tys. muzealiów, eksponatów z zakresu historii, sztuki, archeologii, etnografii i przyrody.;;area;no;yes;no;Q28675183;pl:Muzeum w Kwidzynie;2024-10-14;18.92108389258147;53.73622371019243;Point (494796.00127351231640205 652390.35616231965832412)
K1.40;ZP00471;Opactwo Cystersów w Kołbaczu;Zespół klasztorny pocysterski z XIII-XVI w. Jeden z najcenniejszych zabytków architektury gotyku ceglanego na Pomorzu Zachodnim.;;area;no;yes;no;Q1775435;pl:Opactwo Cystersów w Kołbaczu;2024-10-14;14.813178981762475;53.30205130339858;Point (221140.40351414619362913 612275.13242908357642591)
K1.40;MA00472;Opactwo św. Wojciecha Mniszek Benedyktynek w Staniątkach;Najstarszy polski klasztor mniszek benedyktynek. Ufundowany w 1228 r. W klaszorze mieści się muzeum z bogatym bogatym zbiorem szat i sprzętów kościelnych.;;area;no;yes;no;Q28673292;pl:Opactwo Benedyktynek w Staniątkach;2024-10-14;20.19285944116973;50.009249622039206;Point (585445.6254353653639555 238678.05949324890389107)
P2.00;LB00351;Park Mużakowski w Łęknicy;Park znajdujący w Polsce i w Niemczech, zajmujący 728 ha powierzchni po obu stronach rzeki Nysy Łużyckiej, która stanowi granicę polsko-niemiecką. Jest to największy park w stylu angielskim na terenie Polski.;;area;yes;yes;yes;Q156308;pl:Park Mużakowski;2024-10-14;14.738971989185687;51.55564067218153;Point (204741.03642951158690266 418508.99939972156425938)
K1.40;SK00555;Pustelnia Złotego Lasu - pokamedulski zespół klasztorny w Rytwianach;Dawny konwent kamedułów powołany do istnienia w 1624 roku z fundacji wojewody krakowskiego Jana Magnusa Tęczyńskiego i jego brata Gabriela, wojewody lubelskiego. Pustelnia, został skasowany w 1820 roku. W 2013 roku utworzono tu muzeum związane z polskim serialem historycznym „Czarne chmury”, którego IV i X odcinek kręcono w tym miejscu 40 lat wcześniej.;;area;no;yes;no;Q11831898;pl:Pustelnia Złotego Lasu;2024-10-14;21.243220452881282;50.52026414663872;Point (658968.02698594972025603 297201.53367435792461038)
K1.40;PK00067;Cerkiew Narodzenia Przenajświętszej Bogurodzicy w Chotyńcu;Drewniana greckokatolicka cerkiew parafialna, znajdująca się w Chotyńcu, zbudowana w 1615r. Cerkiew ta jest jedną z nielicznych czynnych świątyń greckokatolickich w Polsce. ;;area;yes;no;no;Q9186871;pl:Cerkiew Narodzenia Przenajświętszej Bogurodzicy w Chotyńcu;2024-10-14;23.002521889235528;49.95297032416732;Point (787002.51330484671052545 239420.79149747456540354)
K1.40;MA00068;Cerkiew Opieki Matki Bożej w Owczarach;Parafialna cerkiew greckokatolicka typy łemkowskiego, zbudowana w 1653 r, znajdująca się w Owczarach. Obecnie pełni funkcję greckokatolickiej cerkwi parafialnej oraz kościoła filialnego parafii rzymskokatolickiej w Sękowej.;;area;yes;no;no;;pl:Cerkiew Opieki Matki Bożej w Owczarach;2024-10-14;21.191494825887396;49.58855768718407;Point (658340.64100946998223662 193543.96692610520403832)
